Condition	KO	KO	KO	WT	WT	WT
Usp15	6591	4800	5341	8410	3856	4040
Gm4129	27	18	17	18	28	10
Gm36628	0	0	0	0	0	1
Tafa2	0	0	0	0	1	0
Gm40794	0	0	0	0	0	0
4930503E24Rik	0	0	2	0	0	0
Gm36719	0	0	0	0	0	0
Gm36771	0	0	0	2	0	0
Gm46205	0	0	0	0	0	0
Slc16a7	888	514	832	318	261	211
Gm40795	0	0	0	0	0	0
Gm36884	11	3	6	5	5	1
Gm40796	0	0	0	0	0	0
Gm29862	0	0	0	0	0	0
Gm29944	0	0	0	0	0	0
Lrig3	82	97	87	35	16	22
Gm30041	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0
1700025K04Rik	0	0	0	0	0	0
Gm40797	0	0	0	0	0	0
Mir378d	0	0	0	0	0	0
4930484H19Rik	0	0	0	0	0	0
Gm51788	0	0	0	0	0	0
Gm24179	0	0	0	0	0	0
Atp23	562	517	378	631	550	270
Gm30456	0	0	0	0	0	0
Gm30539	0	0	0	0	0	0
Gm40798	0	2	3	0	0	2
Ctdsp2	6321	7095	6965	4303	2489	2639
Mir26a-2	0	0	1	0	0	0
Mir546	0	0	0	0	0	0
Avil	544	578	239	29	13	19
Tsfm	1557	1730	1278	2437	2772	1174
Eef1akmt3	4	5	6	9	1	3
Mettl1	1169	1551	1003	2033	2190	858
Cyp27b1	2	2	2	7	3	1
Marchf9	29	84	29	36	21	18
Cdk4	12685	11676	9882	21991	18398	9680
Tspan31	3385	3024	2800	4408	3292	2091
A730063M14Rik	64	71	56	64	113	49
Agap2	2336	3158	2245	2436	1298	1403
Os9	10733	13097	11228	12407	8224	6241
Gm40799	11	18	22	11	9	16
Gm51819	0	0	0	0	0	0
B4galnt1	8615	12704	9227	10607	7365	5122
Slc26a10	6	13	9	11	22	10
Arhgef25	536	323	351	860	504	346
Dtx3	957	1024	930	1350	759	908
F420014N23Rik	5	7	2	17	6	3
Pip4k2c	3292	3383	3160	4357	2581	1974
Kif5a	41	51	66	8	14	11
Gm40800	0	0	0	0	0	0
Dctn2	6943	5579	5641	9769	8527	5177
Mbd6	2008	2352	2499	1829	1114	1603
Ddit3	806	769	607	882	823	589
Mars1	5145	4288	4079	8311	4441	3194
Arhgap9	9415	8930	9072	11632	11467	7057
Gli1	2	0	1	0	0	0
Inhbe	0	0	0	0	0	0
Inhbc	0	0	0	0	0	0
R3hdm2	2490	2556	2891	2198	998	1308
Gm23819	0	0	0	0	0	0
Stac3	24	23	18	15	7	19
Ndufa4l2	0	10	1	3	0	0
Shmt2	3922	5295	3716	8803	4523	3122
Nxph4	0	0	0	0	0	0
Lrp1	16779	8807	23573	2243	926	2079
Gm16217	36	13	37	99	46	42
Gm40802	15	4	8	3	0	3
Stat6	8862	8442	9097	7265	3578	3840
Gm30989	2	5	9	5	0	4
Nab2	597	875	670	335	284	176
1700012D01Rik	15	21	15	21	30	13
Gm16230	2	5	6	10	10	6
Nemp1	1639	1281	1428	2557	1018	1196
Myo1a	7	16	15	16	3	10
Tac2	48	8	35	50	92	45
Zbtb39	554	551	605	399	195	242
Gpr182	8	11	10	1	0	0
Rdh1	2	5	6	2	4	3
Rdh9	10	10	14	8	3	2
Rdh16	0	0	0	0	0	0
Rdh18-ps	1	0	0	0	0	0
Rdh19	0	0	0	0	0	0
Rdh16f2	0	0	0	0	0	0
Gm31091	0	0	0	0	0	0
Rdh7	0	0	0	0	0	0
Sdr9c7	0	0	0	0	0	0
Gm40804	0	0	0	0	0	0
Gm40805	0	1	0	2	0	0
Gm23996	0	0	0	0	0	0
Hsd17b6	0	0	0	0	0	0
Prim1	4541	2494	2754	6385	5155	3792
Naca	49508	37986	34989	57584	71957	42042
Ptges3	11386	10623	8940	15153	12159	7873
Gm47438	9	12	4	15	20	6
Atp5f1b	66653	53006	50719	110528	74729	49048
Snord59a	2	0	1	4	0	1
Mir677	7	2	2	1	0	3
Baz2a	5802	4963	5825	3462	1835	2521
Gm51821	21	15	26	15	5	4
Rbms2	872	1309	954	747	555	373
Gls2	155	135	88	293	263	127
Spryd4	1226	804	775	1913	1306	749
Mip	26	12	19	33	49	25
Gm26847	21	21	28	30	31	16
Timeless	3218	2930	2965	4682	2200	2067
Apon	25	15	12	40	25	11
Apof	10	18	11	10	8	6
Stat2	3320	2656	3841	2690	944	1699
Il23a	5	2	1	0	0	1
Pan2	1589	1557	1630	2038	991	1144
Gm23241	0	0	0	0	0	0
Cnpy2	4069	3289	3067	4445	6382	3088
Cs	12505	10564	11455	20781	12606	9200
Gm23182	1	0	0	0	0	1
Coq10a	450	589	467	574	436	316
Ankrd52	3569	2219	3445	2848	635	1874
Mir6914	0	0	0	0	0	0
Mir6915	0	0	0	0	0	0
Slc39a5	0	0	5	0	0	1
Nabp2	2142	2357	1834	3102	3039	1863
Rnf41	2287	1805	2018	2711	1955	1434
Gm26347	2	1	0	5	2	3
n-TScga2	0	0	0	0	0	0
Mir8105	2	1	0	1	0	0
Smarcc2	6536	6164	6506	6180	2412	3679
Myl6	36110	33771	30971	39729	86048	33924
Myl6b	89	161	99	214	199	92
A430046D13Rik	705	514	428	656	1269	496
Esyt1	14697	20320	16677	17356	9958	9587
Mir6916	0	0	0	0	0	0
Zc3h10	1028	1272	968	956	650	458
Rpl41	69835	60720	52151	87098	147978	64998
Pa2g4	18225	17224	13662	31686	20392	14734
Erbb3	271	259	363	284	124	114
Mir6917	0	0	0	0	0	0
Gm9182	1	0	0	1	0	0
Rps26	31161	36925	28336	42214	52987	23667
Ikzf4	8	25	12	40	53	29
Gm26876	0	0	0	1	3	1
Gm51824	0	2	0	2	1	0
Suox	796	638	582	1055	1390	690
Rab5b	5660	4018	5004	6180	3649	3388
Pmel	24	26	21	40	32	23
Cdk2	3270	2542	2811	5836	4256	3455
Dgka	1830	2177	1967	2978	1929	1799
Pym1	1400	1680	1134	2423	2909	1357
Gm31504	5	20	7	23	51	21
Mmp19	747	382	1074	981	233	365
Tmem198b	302	255	308	272	158	154
Dnajc14	6257	4479	4917	6426	5043	3575
Ormdl2	2569	1633	1834	3358	3407	1966
Sarnp	6021	4091	4166	6811	9181	5624
Gdf11	101	267	171	225	159	108
Cd63	8903	6618	6446	24439	76458	26590
Rdh5	23	23	34	22	8	23
Bloc1s1	3996	2472	2779	3832	6620	2929
Itga7	1	1	0	69	63	19
Tmt1b	0	0	0	2	2	0
9030616G12Rik	0	0	0	0	0	0
Or10p22	0	0	0	0	0	0
Or10p21	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0
Or6c8	0	0	0	0	0	0
Or6c38	0	0	0	0	0	0
Or6c2b	0	0	0	0	0	0
Or6c201	0	0	0	0	0	0
Or6c202	0	0	0	0	0	0
Or6c203	0	0	0	0	0	0
Or6c204	0	0	0	0	0	0
Or6c5	0	0	0	0	0	0
Or6c205	0	0	0	0	0	0
Or6c206	0	0	0	0	0	0
Or6c207	0	0	0	0	0	0
Gm25764	0	0	0	0	0	0
Or6c68	0	0	0	0	0	0
Or6c35	0	0	0	0	0	0
Or6c6	0	0	0	0	0	0
Or6c208	0	0	0	0	0	0
Or6c5b	0	0	0	0	0	0
Or6c1b	0	0	0	0	0	0
Or6c5c	0	0	0	0	0	0
Or6c3	0	0	0	0	0	0
Or6c7	0	0	0	0	0	0
Or6c75	0	0	0	0	0	0
Or6c2	0	0	0	0	0	0
Or6c66b	0	0	0	0	0	0
Or6c88	0	0	0	0	0	0
Or10p1	0	0	0	0	0	0
Or6c66	0	0	0	0	0	0
Or6c209	0	0	0	0	0	0
Or6c210	0	0	0	0	0	0
Or6c211	0	0	0	0	0	0
Or6c1	0	0	0	0	0	0
Or6c3b	0	0	0	0	0	0
Or6c6c	0	0	0	0	0	0
Or6c212	0	0	0	0	0	0
Or6c213	0	0	0	0	0	0
Or6c214	0	0	0	0	0	0
Or6c65	0	0	0	0	0	0
Or6c76	0	0	0	0	0	0
Or6c69b	0	0	0	0	0	0
Or6c215	0	0	0	0	0	0
Or6c216	0	0	0	0	0	0
Or6c76b	0	0	0	0	0	0
Or6c70	0	0	0	0	0	0
Or6c217	0	0	0	0	0	0
Or6c69	0	0	0	0	0	0
Or6c219	0	0	0	0	0	0
Or10u4	0	0	0	0	0	0
Or10u3	0	0	0	0	0	0
Gm10310	0	0	0	0	0	0
Or6c33	0	0	0	0	0	0
Or6c74	0	0	0	0	0	0
Or6c69c	0	0	0	0	0	0
Or9r3	0	0	0	0	0	0
Or9r7	0	0	0	0	0	0
Or9k2	0	0	0	0	0	0
Or9k2b	0	0	0	0	0	0
Or9k7	0	0	0	0	0	0
Neurod4	2	0	0	1	0	2
Tespa1	517	752	515	720	842	411
Vmn2r84	0	0	0	0	0	0
Vmn2r85	0	0	0	0	0	0
Vmn2r86	0	0	0	0	0	0
Vmn2r87	0	0	0	0	0	0
Gm31793	168	129	97	197	111	79
Gm23793	0	0	0	0	0	0
Ftl1-ps2	22	29	23	15	12	13
Pisd-ps1	348	434	384	206	166	219
Sfi1	608	626	625	574	291	351
Gm33862	47	80	60	30	38	37
Gm51877	15	5	14	27	16	11
Eif4enif1	4467	3268	3536	5947	2442	3003
Drg1	7992	5050	5333	9389	8837	5679
Patz1	2191	2630	2075	3273	1808	1474
Gm12592	10	8	6	14	1	6
Gm11944	63	87	46	48	26	50
Pik3ip1	887	1371	935	780	498	280
Limk2	1496	1743	1326	2421	1259	1097
Gm51879	5	3	4	2	6	2
Rnf185	900	991	857	1298	691	519
8430429K09Rik	148	125	124	200	149	122
Gm53661	0	0	1	1	5	1
Pla2g3	31	25	23	40	197	62
Inpp5j	317	258	316	824	1539	1019
Selenom	318	397	247	964	2922	904
Smtn	432	499	430	1160	735	620
Gm11946	2	7	8	9	9	13
Gm34488	0	0	0	0	0	0
Gm39567	0	0	0	0	0	0
Tug1	3975	4128	3829	4292	1551	2068
Morc2a	2654	2071	2305	3128	1036	1251
Osbp2	9	7	3	0	2	0
Gm51881	0	0	0	0	0	0
Gm51882	0	0	0	0	0	0
Gm51880	0	0	0	0	0	0
4921536K21Rik	12	7	7	6	0	3
Dusp18	91	123	139	67	15	20
Slc35e4	492	580	476	345	231	148
Tcn2	4172	4514	4790	4837	4158	2679
Pes1	7924	7315	6418	11375	7710	4366
Gal3st1	18	20	10	41	55	23
Gm46265	0	0	0	0	0	0
Gm11954	2	2	1	3	3	1
Sec14l4	0	0	1	0	0	0
Sec14l3	0	0	0	0	0	0
Gm51935	0	0	0	0	0	0
Mtfp1	1087	750	679	1509	1569	675
Sec14l2	1146	305	758	1891	1374	1103
Gm51934	0	2	0	1	0	2
Rnf215	585	649	577	550	431	287
Mir3060	5	12	5	10	1	7
Ccdc157	159	109	125	125	70	87
Sf3a1	5790	5994	5109	7660	3380	3579
Tbc1d10a	793	885	714	896	777	481
Castor1	134	297	151	190	259	89
Osm	606	764	999	1190	1087	659
Lif	73	146	75	65	31	24
Gm11959	0	0	0	0	0	0
Gm11958	0	0	0	0	0	0
Gm53662	1	0	0	1	1	0
Gm24803	0	0	0	0	0	0
Hormad2	36	24	36	101	24	29
Mtmr3	7512	5373	6630	9995	4895	4895
Gm11961	0	0	0	0	0	0
Ascc2	2023	2235	2105	2459	1067	1248
Uqcr10	5561	4333	4079	7542	10825	5058
Zmat5	1447	1444	1239	1681	2823	1054
Cabp7	0	0	2	3	1	7
Gm35102	0	0	0	0	0	0
Nf2	3172	2930	2882	3435	1423	1658
Nipsnap1	694	752	526	948	1086	418
Mir6918	0	0	0	0	0	0
Thoc5	3058	2604	2407	3720	2786	1854
AA413626	12	7	9	3	2	1
Gm35321	3	3	5	4	1	0
Nefh	678	855	617	968	397	585
Ap1b1	7033	6853	6916	9018	4091	3503
Gm24958	3	4	2	1	1	3
Gas2l1	442	342	472	196	82	104
Rasl10a	1	0	1	0	1	0
Ewsr1	14508	14854	12802	17587	15054	10718
Rhbdd3	465	667	506	751	498	351
Emid1	329	713	369	348	1126	336
Gm46266	0	0	0	0	0	1
Gm39572	0	0	0	0	0	0
Kremen1	509	617	654	478	207	217
Gm25142	0	0	0	0	0	0
Gm46268	2	0	0	0	1	0
Znrf3	284	463	341	130	34	70
Gm11963	49	20	47	90	59	46
Xbp1	8107	6621	7860	12258	5242	5292
Ccdc117	4972	3046	3504	5146	2551	2350
Gm22471	0	0	0	0	0	0
Gm39573	0	0	0	0	0	1
Ankrd36	15	11	6	45	14	5
Gm11964	7	9	9	12	16	9
Gm53663	0	0	0	0	0	0
Mrps24	3196	2496	2329	4331	5056	2399
Urgcp	1476	1768	1341	1564	1044	682
Ube2d-ps	285	201	225	336	250	199
Dbnl	12353	9646	11450	17546	17152	10632
Pgam2	7	4	6	2	3	2
Polm	622	703	642	584	495	450
Aebp1	9	8	8	3	0	7
Pold2	2580	3028	2145	4214	2881	1872
Gm53664	5	6	4	3	0	3
Myl7	1	0	0	3	11	0
Gck	0	0	0	1	0	0
Gm11967	0	0	0	0	0	0
Gm53665	0	0	0	1	0	0
Ykt6	6257	4773	5017	8572	7704	4553
Camk2b	326	411	232	127	163	87
Nudcd3	3561	3820	3214	4960	2629	1996
Rps15a-ps6	133	83	104	117	188	90
Npc1l1	0	0	0	1	0	1
Ddx56	2503	2872	2151	4253	2420	1412
Tmed4	2353	2063	1974	3120	2462	1430
Gm46270	10	6	5	7	6	4
Ogdh	10676	11338	11000	11926	5830	5677
Zmiz2	4408	5457	5080	3280	1428	2143
Mir7651	5	5	1	0	1	3
Ppia	101093	73193	72092	138282	141477	80371
H2az2	6127	5180	4438	7407	13063	5285
Gm11971	3	5	6	18	10	4
Purb	7561	7577	7099	6792	4114	3498
Myo1g	11930	10233	11511	10906	6555	6462
Snhg15	446	364	293	757	855	428
Snora9	19	18	9	23	24	11
Ccm2	3948	4502	3588	4058	3498	2148
Nacad	11	7	8	11	28	8
Tbrg4	2596	3091	2610	4355	2440	1881
Gm24313	1	3	0	1	0	2
Snora5c	17	12	11	4	8	12
Wap	0	0	0	0	0	0
Gm11978	0	0	0	0	0	0
Ramp3	29	41	15	108	165	32
Gm39575	0	5	8	0	0	0
Gm11981	0	0	0	0	0	0
Gm53666	0	0	0	0	0	0
Gm57582	0	0	0	0	0	0
Adcy1	1	2	0	0	0	0
Ccdc201	0	0	0	0	0	0
Igfbp1	0	0	0	0	0	0
Igfbp3	6	13	9	0	1	3
Gm36565	0	0	0	0	0	0
Gm36653	0	0	0	0	0	0
Gm36720	0	0	0	0	0	0
n-TDgtc10	0	0	0	0	0	0
Gm27393	0	0	0	0	0	0
Tns3	4022	3579	4791	2039	507	1134
Gm36772	0	0	0	0	0	0
Pkd1l1	16	6	9	10	6	6
Gm40814	0	0	0	0	2	0
Gm57803	0	0	0	0	0	0
Hus1	1435	1065	1146	1862	786	785
Sun3	0	0	1	0	0	0
Gm11992	7	4	20	37	12	28
Upp1	1011	1203	1192	3302	1129	1434
Abca13	1688	462	1172	2201	961	1444
Vwc2	0	0	0	0	0	0
Gm39578	0	0	0	0	1	0
Zpbp	101	55	70	111	52	51
Gm26458	0	0	0	0	0	0
Spmip7	38	22	36	48	48	17
Gm29945	0	0	1	0	1	0
Gm11998	18	14	4	26	26	12
4930512M02Rik	0	0	0	0	0	0
Gm11999	1	6	4	2	1	0
Ikzf1	19975	17305	18448	24143	10516	10486
Gm12000	0	0	0	1	2	0
Fignl1	5309	2562	3347	8770	5693	4889
Ddc	68	189	63	14	20	11
Gm51937	1	1	0	4	0	0
1700042O10Rik	1	3	8	0	0	0
Gm25058	0	0	0	0	0	0
Grb10	1257	1750	967	594	440	196
LOC102631979	17	38	21	4	3	2
Gm30423	0	0	0	0	0	0
Cobl	2	0	2	0	0	1
Gm12002	1	0	0	0	0	0
Gm22156	0	0	0	0	0	0
Gm22789	0	0	0	0	0	0
Gm30770	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0
Pom121l12	0	0	0	0	0	0
Gm24707	0	0	0	0	0	0
Gm25490	0	0	0	0	0	0
Vstm2a	0	0	0	2	0	0
Sec61g	5256	3456	4195	7284	8502	4951
Gm39583	0	0	0	0	0	0
Gm25698	0	0	0	0	0	0
Egfr	8	18	13	2	2	0
Gm39584	1	0	0	0	0	0
Egfros	0	0	0	0	0	0
Eldr	153	116	103	177	245	175
Fbxo48	278	175	211	333	129	262
Plek	17510	12348	17243	8580	4892	4592
Gm53668	0	0	0	0	0	0
Cnrip1	69	102	75	18	19	8
Ppp3r1	9577	7164	7970	11589	7597	5577
Pno1	4417	2500	2836	5235	3338	2448
Dnaaf10	2314	1514	1516	2971	1891	1331
C1d	6286	3826	4411	7198	7566	4762
Gm31268	0	0	0	0	0	0
Etaa1	1532	1133	1196	2003	1198	1011
Etaa1os	39	17	14	38	46	18
Gm31505	0	0	0	0	0	0
Gm12018	0	0	0	0	0	0
Gm12022	0	0	0	0	0	0
Gm57585	0	0	0	0	0	0
Gm23093	0	0	0	0	0	0
Gm31674	0	0	0	0	0	0
Gm28401	0	0	0	0	0	0
Gm23021	0	0	0	0	0	0
8430419K02Rik	4	4	2	2	0	4
Meis1	578	823	493	276	149	106
Gm16141	11	17	3	5	6	1
4933406G16Rik	0	0	0	0	0	0
Gm53669	2	0	0	2	1	0
Gm53670	0	0	0	0	0	0
Gm39601	0	0	0	0	0	0
Gm23386	0	0	0	0	0	0
Gm39602	3	0	0	0	0	0
Spred2	595	718	671	653	359	319
Gm39603	16	16	24	10	7	21
Gm32080	0	0	0	0	0	0
Actr2	39392	26318	32613	50094	32797	26394
Gm53671	0	0	0	0	0	0
Gm12031	4	0	2	4	4	1
Rab1a	9413	7189	8398	12579	9231	6834
Cep68	1508	1461	1258	1807	584	699
Gm39604	0	0	0	0	1	0
Slc1a4	79	52	64	170	62	30
Gm39605	0	0	0	0	0	0
Gm39606	0	0	0	0	0	0
Gm39607	2	2	6	0	4	0
Gm32142	1	0	0	1	0	0
Sertad2	1076	1226	1241	845	450	474
Aftph	4538	3524	3880	4457	2644	2262
4930434J08Rik	70	48	99	45	32	19
Gm32213	0	0	0	0	0	0
Lgalsl	299	272	306	502	293	221
Gm22807	0	0	0	0	0	0
Gm53672	0	0	0	0	0	0
Gm39608	0	0	0	0	0	0
Gm46273	2	0	3	1	3	0
Gm32293	0	2	2	2	5	1
Peli1	3344	2612	2906	2942	1760	1520
2610024D14Rik	1	1	1	0	1	0
Vps54	2730	1747	2214	3276	1425	1841
Ugp2	5332	3398	4789	5677	4893	3732
Mir1933	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0
Mdh1	9994	8851	8959	11935	10944	6267
Wdpcp	181	179	171	221	101	82
Otx1	0	0	0	0	0	0
Gm53673	0	0	0	0	0	0
Ehbp1	103	118	115	128	62	84
Gm51938	0	0	0	1	0	0
Gm53674	0	0	0	0	0	0
Gm46274	4	2	3	0	0	0
Tmem17	118	73	95	133	105	63
Gm51939	0	0	0	0	0	0
Gm12052	0	0	0	0	0	0
Gm40816	1	3	0	0	0	0
B3gnt2	7261	4984	4408	9543	7673	5308
Gm24917	0	0	0	0	0	0
Commd1	3284	2262	2343	4572	5700	2964
Zrsr2-ps1	665	617	552	735	501	472
Cct4	25103	17736	16787	29701	21764	13707
Fam161a	72	63	70	53	77	38
Gm12059	7	5	15	9	11	4
Gm39610	0	0	0	0	0	0
1700061J23Rik	0	0	0	0	0	0
Xpo1	12472	7718	8678	15938	7808	8129
Usp34	5323	4157	4728	4637	1882	2344
Gm22753	10	9	7	12	13	7
Ahsa2	1634	1649	1309	1817	960	898
1700030C12Rik	7	1	3	2	2	1
1700093K21Rik	4	5	1	0	0	1
Selenok-ps1	3	12	1	3	1	0
Sanbr	1694	1001	1242	1808	982	900
Pex13	1926	1546	1451	1878	1386	867
Pus10	2476	1690	1790	3507	1482	1310
Rel	1575	1356	1679	1053	516	630
Gm39612	7	1	9	3	5	1
Papolg	2083	1040	1427	1644	964	962
Gm12061	0	1	0	0	2	0
A830031A19Rik	13	13	19	13	6	3
Gm57804	1	0	0	0	0	0
Bcl11a	3438	3713	3154	3172	1460	1267
4930538E20Rik	4	1	0	3	0	1
Gm12066	1	2	1	0	1	0
Gm33440	0	0	0	0	0	0
Gm33379	0	0	0	0	0	0
Gm12068	0	0	0	0	0	0
4933430M04Rik	0	0	0	0	0	0
Gm10466	0	0	0	0	0	0
Gm12665	0	0	0	0	0	0
Gm39613	0	0	0	0	0	0
Gm24255	0	0	0	0	0	0
Gm12069	0	0	0	0	0	0
4933427E13Rik	0	0	0	0	0	0
5730522E02Rik	3	0	3	1	0	3
Gm23514	0	0	0	0	0	0
Gm51856	0	0	0	0	0	0
Mir6372	0	0	0	0	0	0
Gm22868	0	0	0	0	0	0
Fancl	1332	830	963	1680	1777	1061
Vrk2	2606	1650	2101	2855	2399	1768
Gm12070	25	15	35	40	14	16
Gm25387	0	0	0	0	0	0
Ccdc85a	3	1	0	0	0	0
Gm34075	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	2	0
Mir217hg	0	0	0	0	0	0
Mir216b	0	0	0	0	0	0
Mir216c	0	0	0	0	0	0
Mir216a	0	0	0	0	0	0
Mir217	0	0	0	0	0	0
Gm34185	0	0	0	0	0	0
Efemp1	2	0	0	2	1	2
Pnpt1	3585	1856	2343	5299	2831	2475
Ppp4r3b	6453	4697	5614	7906	3665	3661
A630052C17Rik	162	138	113	164	108	91
Cfap36	1284	1100	1017	1533	1580	1057
Gm23109	0	0	0	0	0	0
Ccdc88a	2738	2354	2514	1485	754	843
Gm51886	0	0	2	0	0	0
Prorsd1	2231	1311	1495	2349	2854	1520
Mtif2	2869	1909	1856	3409	2455	1731
Rps27a	75590	60031	56877	78866	127984	59965
Clhc1	4	0	0	13	13	6
Gm12092	0	1	0	0	0	1
Gm53675	0	0	0	0	0	0
Rtn4	10695	8377	9995	7964	5923	4633
Eml6	211	173	218	36	20	16
Gm39671	5	1	2	1	0	1
Fem1al	11	6	9	5	0	4
Gm22588	0	0	0	0	0	0
Sptbn1	6491	5524	6261	5130	2183	3389
Gm53676	0	1	0	0	0	0
Gm51887	0	0	0	0	0	0
Gm8098	1	0	1	0	0	1
Gm40820	0	0	0	0	0	0
Gm53677	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	0
Acyp2	196	124	124	166	219	88
Gm12100	0	0	0	0	0	0
Psme4	4267	3623	4220	4484	1888	2317
Erlec1	1998	1513	1522	2546	2224	1397
Gpr75	1	0	0	0	0	2
Asb3	1107	814	808	1245	1187	673
Chac2	813	360	456	1001	1249	734
Gm40822	0	0	0	0	0	0
Stc2	9	26	13	29	26	17
Gm35012	0	0	2	0	0	0
Gm39672	0	0	0	0	0	0
Gm35063	0	0	0	0	0	0
Bod1	718	670	527	880	829	432
Gm53678	0	0	0	0	0	0
Gm39673	11	13	30	1	0	1
Gm35131	0	0	0	0	0	0
Gm53679	0	0	0	0	0	0
Gm39674	0	0	0	0	0	0
D630024D03Rik	1	1	0	0	0	0
Gm39675	0	0	0	0	0	0
Gm12107	7	7	8	23	24	15
Cpeb4	1892	1057	1816	1515	589	929
4930524B15Rik	0	0	0	0	0	0
Nsg2	62	243	97	779	1779	491
Gm12108	0	0	0	1	1	0
Gm39676	0	0	0	1	0	0
Gm51888	0	0	0	0	0	0
Gm40823	0	0	0	0	1	0
Il9r	65	154	75	335	298	164
Snrnp25	2042	1417	1350	2899	4485	2365
Rhbdf1	29	38	36	7	2	5
Mpg	762	630	723	1219	1442	681
Nprl3	514	581	578	674	398	332
Hba-x	5	0	2	2	5	1
Hba-a1	20103	7199	21380	12537	22927	8760
Hbq1b	35	18	35	48	80	22
Hba-a2	1958	1336	2679	559	1473	560
Hbq1a	3	0	6	0	1	2
Gm46275	0	0	0	0	0	0
Sh3pxd2b	486	432	530	239	87	137
Ubtd2	262	320	220	263	158	114
Efcab9	35	24	19	19	19	14
Stk10	10963	9147	10631	4371	2408	3551
Fbxw11	3656	3027	3106	4599	2555	2115
Gm35723	0	0	0	0	0	0
Smim23	0	0	0	0	0	0
Gm12111	0	0	0	0	0	0
Fgf18	0	0	0	3	1	0
Npm1	87899	68186	58742	113668	97993	58018
Tlx3	0	0	0	0	0	1
Ranbp17	168	102	113	179	105	78
Gm36005	0	0	0	0	0	0
Gabrp	0	0	0	0	0	0
D130052B06Rik	0	0	0	0	0	0
Kcnip1	1	0	0	1	0	1
Gm12119	0	0	0	0	0	0
Gm39677	0	0	0	0	0	0
Gm36395	0	0	0	0	1	1
Kcnmb1	2	4	0	22	15	7
Gm51857	0	0	1	0	1	0
4930469K13Rik	4	0	0	2	0	0
Gm53680	0	0	0	0	0	0
Lcp2	8521	7583	8479	7076	5941	4931
Gm12121	2	2	0	0	1	1
Foxi1	0	0	0	0	0	0
Dock2	17333	16502	15908	11558	5183	6053
4930403D09Rik	1	5	2	4	1	0
Insyn2b	0	0	0	0	0	0
Gm29887	0	0	0	0	0	0
Gm39681	1	0	2	4	3	0
Gm51858	0	0	0	0	0	0
Gm53681	146	171	115	122	191	109
Spdl1	831	687	637	1634	760	863
Gm22022	0	0	0	0	0	0
Gm25799	0	0	0	0	0	0
Gm33277	0	0	0	0	0	0
Slit3	18	14	33	2	4	1
Gm26070	0	0	0	0	0	0
Gm33453	0	0	0	0	0	0
Gm46277	0	1	0	0	0	0
Gm39705	0	0	0	0	0	0
Mir218-2	0	0	0	0	0	0
Gm46278	0	0	0	0	0	0
Pank3	3003	1697	2486	2665	1148	1152
Mir103-1	0	0	0	0	0	0
Fbll1	0	0	0	0	0	0
Rars1	5756	5144	4544	10152	5354	4150
Wwc1	0	2	0	2	1	3
Gm42072	0	0	0	0	0	0
Tenm2	0	1	0	0	0	0
Gm12126	0	0	0	0	0	0
Gm42071	0	0	0	0	0	0
Gm46251	0	0	0	0	0	0
Gm33585	0	0	0	0	0	0
Gm51889	0	0	0	0	0	0
Gm22127	0	0	0	0	0	0
Gm53696	0	0	0	0	0	0
Gm51890	0	0	0	0	0	0
Gm53695	0	0	0	0	0	0
Gm33791	0	0	0	0	0	0
Gm12128	0	0	0	0	0	0
Gm12130	0	0	0	0	0	0
Gm23520	0	0	0	0	0	0
4930553C11Rik	0	0	0	0	0	0
Gm33963	0	0	0	0	0	0
Gm24192	0	0	0	0	0	0
Gm12132	0	0	0	0	0	0
Gm34173	0	0	0	0	0	0
3110004A20Rik	0	0	0	0	0	0
Gm34281	0	0	0	0	0	0
Mat2b	10122	5656	6775	11516	10791	6894
Hmmr	3662	1553	2257	6251	2777	2954
Nudcd2	4495	2748	2851	6884	6457	3524
Ccng1	8758	5084	5941	8859	4983	4153
A230004M16Rik	0	0	0	0	0	0
Gabrg2	0	0	0	0	0	0
Gabra1	0	0	0	0	0	0
Gabra6	0	0	0	0	0	0
Gm53697	0	0	0	0	0	0
Gm34591	0	0	0	0	0	0
Gabrb2	0	0	0	0	0	0
Gm34644	0	0	0	0	0	0
Atp10b	0	0	0	1	0	0
Gm12146	1	4	2	0	2	1
Mir146	1	5	1	0	5	1
Gm5782	4	11	3	7	1	1
Pttg1	937	1170	914	1009	1316	686
Slu7	2900	3437	2991	2381	1482	1476
C1qtnf2	3	0	0	0	0	0
Ccnjl	10	36	20	6	3	4
Fabp6	0	0	0	0	0	0
Gm34963	21	18	9	15	32	13
Pwwp2a	1077	1237	1073	1343	817	803
Ttc1	2925	1886	2071	4427	3943	2703
Adra1b	5	22	3	4	0	0
Gm12153	0	0	0	0	0	0
Il12b	99	88	136	7	17	2
Ublcp1	2184	1322	1799	3408	2438	1545
Rnf145	3552	3740	3837	3574	2012	1922
Gm51891	8	6	10	3	8	4
4930597A21Rik	0	0	0	0	0	0
Gm39815	0	0	1	0	0	0
Ebf1	10	28	9	3	20	0
Gm51859	0	0	0	0	0	0
Gm12159	2	0	9	0	0	0
