Condition	KO	KO	KO	WT	WT	WT
Gm15353	0	0	0	0	1	1
Gm15351	0	0	0	0	0	0
Mir9768	0	0	0	0	0	0
Gm53398	1	1	3	0	0	0
F7	25	17	48	86	12	30
F10	2896	1383	2958	5535	2440	3144
Proz	2	3	2	2	0	3
Pcid2	1424	1342	1396	1835	858	880
Cul4a	4943	2693	3704	7217	3073	2889
Mir7065	0	0	0	0	0	0
Lamp1	19462	12868	18353	20523	13764	11869
Grtp1	81	64	46	65	52	31
Mir1968	0	0	0	0	0	0
2810030D12Rik	6	4	7	4	4	1
Adprhl1	1	1	0	1	0	0
Dcun1d2	911	748	772	1118	540	488
Tmco3	796	537	764	958	608	659
Tfdp1	7555	4907	6097	14488	8109	8054
Atp4b	2	2	2	2	3	1
Grk1	0	1	0	5	1	2
Tmem255b	0	0	1	0	0	0
Gas6	92	96	169	5	4	8
Gm53399	0	3	1	1	3	0
1700029H14Rik	2	4	4	1	1	3
Rasa3	9133	7214	9229	6065	3314	3573
Gm34795	4	1	5	1	0	1
Gm46032	9	2	4	5	9	3
Cfap97d2	1	0	0	0	0	0
Cdc16	2749	1709	1917	3600	2170	1597
Upf3a	1122	1330	1114	1545	1110	1026
Semp2l2a	0	0	0	0	0	0
Gm53400	0	0	0	0	0	0
Champ1	1437	1399	1317	1714	801	785
Gm24698	1	0	1	2	1	4
Coprs	163	136	122	270	259	117
Fbxo25	753	486	611	668	561	363
Tdrp	4	15	3	72	90	36
Gm5907	0	0	0	0	0	0
Gm53401	3	2	3	3	0	1
Erich1	524	348	346	614	493	363
Gm57788	10	9	7	3	7	3
Gm10699	0	0	1	0	1	0
Dlgap2	1	0	0	0	0	0
Gm26184	0	0	0	0	0	0
C030037F17Rik	0	0	0	0	0	0
Cln8	2258	1535	2396	1271	857	698
Arhgef10	173	124	288	62	37	50
Gm35285	0	0	0	0	0	0
Gm16350	2	0	2	2	2	0
Gm35149	4	5	4	1	7	0
Kbtbd11	1148	1660	1816	1515	701	913
Gm35340	0	0	0	0	0	0
BB014433	0	0	0	0	0	0
Myom2	0	5	5	1	6	2
Gm24231	0	0	0	0	0	0
Gm35392	0	0	0	0	0	0
Gm46033	0	0	0	0	0	0
Csmd1	1	0	1	0	0	1
Gm46073	0	0	0	0	0	0
Mir3106	0	0	0	0	0	0
Gm53402	0	0	0	0	0	0
Gm16347	0	0	0	0	0	0
Gm39136	0	0	0	0	0	0
Gm39137	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0
Gm40463	0	0	0	0	0	0
Gm24469	0	0	0	0	0	0
Gm35740	0	0	0	0	0	0
Mcph1	761	596	683	1249	444	502
Gm25763	0	0	0	0	0	0
Gm16725	0	0	0	0	0	0
Gm17149	4	6	5	15	12	9
Angpt2	6	5	4	0	0	0
Gm53403	0	0	1	0	0	0
Agpat5	3152	2173	2359	4698	3632	2615
Gm35934	0	0	0	0	0	0
Xkr5	259	182	235	447	173	204
Gm40464	13	5	13	12	9	4
Defb40	0	6	3	2	0	1
Defb37	0	0	0	0	0	0
Gm39138	68	95	147	21	58	30
Defb38	0	0	0	0	0	0
Defb39	0	0	0	0	0	0
Defb12	0	0	0	0	0	0
Defb34	0	0	1	0	0	0
Spag11b	2	2	0	0	0	0
Spag11a	0	0	0	0	0	0
Gm53432	0	0	0	0	0	0
Defb14	1	0	0	1	2	0
Gm39139	0	0	0	0	0	0
Defb4	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0
Defb6	0	0	0	0	0	0
Defb46	0	0	0	0	0	0
Defb5	0	0	0	0	0	0
Defb3	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0
Defb8	0	0	0	0	0	0
Defb7	0	0	0	0	0	0
Gm35998	0	0	0	0	0	0
Potefam3e	10	6	9	6	2	5
Gm53404	0	0	0	0	0	1
2610005L07Rik	157	65	122	96	38	66
Potefam3a	0	0	0	0	0	0
6820431F20Rik	129	76	110	123	53	65
Gm40468	0	3	4	3	3	3
9530057J20Rik	0	0	0	0	0	0
Gm40466	87	59	63	84	49	33
Gm53405	0	0	0	1	0	0
Gm53473	0	0	0	0	0	0
Gm40469	2	2	0	0	0	1
Potefam3b	0	0	0	0	0	0
Gm21944	0	0	0	0	0	0
Defb33	0	0	0	0	0	0
Gm15056	0	0	0	0	0	0
Gm6040	0	0	0	0	0	0
AY761185	0	0	0	0	0	0
Defa21	0	0	0	0	0	0
Gm23142	0	0	0	0	0	0
Defa23	0	0	0	0	0	0
Defa35	0	0	0	0	0	0
Defa25	0	0	0	0	0	0
Defa38	0	0	0	0	0	0
Gm24568	0	0	0	0	0	0
Defa30	0	0	0	0	0	0
Defa22	0	0	0	0	0	0
Gm26240	0	0	0	0	0	0
Defa31	0	0	0	0	0	0
Defa41	0	0	0	0	0	0
Defa40	0	0	0	0	0	0
Defa-ps8	0	0	0	0	0	0
Defa3	0	0	0	0	0	0
Defa5	0	0	0	0	0	0
Defa27	0	0	0	0	0	0
Defa29	0	0	0	0	0	0
Gm23561	0	0	0	0	0	0
Defa2	0	0	0	0	0	0
Defa33	0	0	0	0	0	0
Defa36	0	0	0	0	0	0
Defa42	0	0	0	0	0	0
Gm23568	0	0	0	0	0	0
Defa20	0	0	0	0	0	0
Defa32	0	0	0	0	0	0
Gm24423	0	0	0	0	0	0
Defa37	0	0	0	0	0	0
Defa28	0	0	0	0	0	0
Defa43	0	0	0	0	0	0
Gm24829	0	0	0	0	0	0
Defa26	0	0	0	0	0	0
Gm15313	0	0	0	0	0	0
Defa17	0	0	0	0	1	0
Defa34	0	0	0	0	0	0
Defa-ps1	0	0	0	0	0	0
Defa39	0	0	0	0	0	0
Gm22447	0	0	0	0	0	0
Defa24	0	0	0	0	0	0
Defb1	0	0	0	0	0	0
Defb50	0	0	0	0	0	0
Defb2	0	0	0	0	0	0
Defb10	0	0	0	0	0	0
Defb9	0	0	0	0	0	0
Defb11	0	0	0	0	0	0
Gm36879	0	0	0	0	0	0
Defb15	0	0	0	0	0	0
Defb35	0	0	0	0	0	0
Defb13	0	0	0	0	0	0
Gm29821	0	0	0	0	0	0
Fam90a1a	0	0	0	0	0	0
Ccdc70	0	0	0	0	0	0
Atp7b	987	316	702	1519	396	616
Alg11	796	432	566	879	395	462
Nek5	3	2	2	1	0	3
Gm57529	0	0	0	0	0	0
Nek3	98	93	80	83	68	55
Ckap2	1373	689	909	2778	1884	1571
Gm29878	1	1	1	0	0	2
Vps36	3804	2339	2870	4159	3924	2721
Thsd1	55	71	53	24	10	10
Tpte	0	0	0	0	0	0
Slc25a15	592	463	447	767	395	318
1810012K16Rik	2	0	0	1	1	0
Gm53406	18	11	11	33	41	27
Mrps31	949	493	652	1261	1038	709
Gm39140	0	0	0	0	0	0
Smim19	538	603	520	479	605	300
Slc20a2	556	486	509	579	230	284
Vdac3	6925	4778	5361	8451	7277	5057
Gm30086	1	1	1	1	0	1
Gm30135	0	0	0	0	0	0
Dkk4	0	0	0	0	0	0
Polb	1308	737	872	1213	1189	896
A930013F10Rik	55	72	81	21	25	28
Ikbkb	5599	3409	5055	4568	2728	2901
Gm15346	0	0	0	0	0	0
Plat	3	1	2	5	4	3
Ap3m2	433	442	537	348	311	236
1700041G16Rik	10	6	12	12	20	11
Gm46036	0	0	0	0	0	0
Kat6a	4632	2662	4250	2172	741	1684
Ank1	3655	1454	2930	3651	1322	2167
Gm15816	0	1	3	1	1	4
Mir486	1	0	0	2	1	0
Mir3107	0	0	0	0	0	0
Nkx6-3	0	0	0	0	1	0
Gm30306	0	0	0	0	0	0
Gm30247	1	0	2	2	0	0
Gpat4	2848	2459	2525	4161	2131	1859
Gins4	3034	1487	2068	3953	3421	2641
Gm39141	0	0	0	0	0	0
Golga7	4204	2724	3423	4605	3613	2595
Gm24335	0	0	0	0	0	0
Gm53407	0	0	0	0	0	0
Gm30370	0	0	0	0	0	0
Sfrp1	6	2	4	1	0	1
4930413E20Rik	0	0	0	0	0	0
Gm30471	0	0	0	0	0	0
Zmat4	24	48	15	18	5	6
Gm51564	0	0	0	0	0	0
Gm57528	0	0	0	0	0	0
Gm30633	0	0	0	0	0	0
Gm30692	0	0	0	0	0	0
Gm30757	0	0	0	0	0	0
Tcim	7	15	6	0	0	0
Gm30845	0	0	0	0	0	0
9130214F15Rik	0	0	0	0	0	0
Ido2	0	0	0	0	0	0
Ido1	9	3	4	2	7	5
Gm51565	0	0	0	0	0	0
Adam18	0	0	0	0	0	0
Gm51566	0	0	0	0	0	0
Adam3	18	4	13	47	12	11
Adam5	0	0	1	1	0	0
Adam32	2	0	3	2	0	2
Adam9	1678	673	1730	1824	483	763
Tm2d2	1975	1171	1606	2068	2034	1462
Htra4	2	3	4	0	0	0
Plekha2	4066	2829	3517	4998	3321	3159
5830408C22Rik	12	14	8	6	6	11
Gm39143	0	0	1	0	0	0
Tacc1	4778	3972	4852	4159	1933	2676
Mir8108	0	0	0	0	0	0
Gm39144	0	0	0	0	0	0
Gm39145	2	4	0	2	3	2
5430421F17Rik	0	0	0	0	0	0
Gm39146	0	0	0	0	0	0
Gm39147	0	2	2	0	2	0
Gm30978	0	1	0	0	0	0
Gm31045	0	0	0	0	0	0
Fgfr1	142	215	243	40	19	20
Gm31288	0	0	1	0	0	0
Gm16159	0	0	0	0	0	0
Letm2	155	135	197	175	107	112
Nsd3	5242	3910	4823	4678	2020	3124
Gm24992	1	0	0	0	0	0
Plpp5	408	320	395	1217	570	479
Ddhd2	1033	738	979	1171	637	627
Gm17484	5	7	10	16	10	9
Bag4	1033	781	937	1429	672	656
Lsm1	1158	691	792	1409	1336	855
Star	39	49	50	27	8	22
Ash2l	3126	2300	2471	4513	3263	2317
Kcnu1	1	0	0	1	2	1
Hgsnat	2831	2330	3186	2611	1258	1154
Pomk	630	499	550	557	279	230
Gm31402	2	0	2	0	0	0
Fnta	3750	2411	2913	4530	3658	2616
Hook3	2777	1220	2008	2647	1300	1537
1700047A11Rik	0	0	0	0	0	0
Rnf170	651	344	517	896	440	495
Thap1	511	425	467	640	547	418
Gm31727	0	0	0	0	0	0
Gm31784	0	0	0	0	0	0
Gm31843	0	0	0	0	0	0
Gm39148	0	0	0	0	0	0
Gm31898	0	0	0	0	0	0
Gm31983	0	0	0	0	0	0
Gm39149	2	0	3	1	1	1
Gm32050	0	0	1	0	0	0
Gm32098	100	47	144	9	11	12
2310008N11Rik	0	3	0	0	2	0
Gm53408	0	0	0	0	0	0
Gm39150	7	7	10	9	5	1
Gm45572	0	0	1	0	0	0
Zfp703	986	1041	1530	723	371	415
Gm45370	0	0	0	0	0	0
Gm32389	0	0	0	0	0	0
Erlin2	2514	1577	2579	2038	890	975
Plpbp	2386	1698	2292	2137	1193	1026
Adgra2	106	124	174	12	9	12
Gm39151	1	1	0	0	0	0
Brf2	483	459	396	602	423	318
Rab11fip1	1751	1798	2185	1602	769	974
4933416M07Rik	1	0	0	0	0	1
Got1l1	0	1	0	0	0	1
Adrb3	0	0	0	0	0	0
Gm45470	0	0	0	0	0	0
Eif4ebp1	2283	1891	2065	3379	2653	1571
Ccnq-ps2	0	0	1	0	0	0
Tex24	0	0	1	0	0	0
Gm53409	0	0	0	0	0	0
Chrnb3	0	0	0	0	0	0
Chrna6	0	0	0	0	0	0
Gm24410	0	0	0	0	0	0
Poteg	0	0	0	0	0	0
Gm39153	0	0	0	0	0	0
Gm8096	0	0	0	0	0	0
Gm26795	0	0	0	0	0	0
Unc5d	0	0	0	0	0	0
Gm32505	0	1	0	0	0	0
Gm32567	0	0	0	0	0	0
Gm32621	0	0	0	0	0	0
Gm32678	0	0	0	0	0	0
Gm39154	0	0	0	0	0	0
4933433F19Rik	0	0	0	0	0	0
Gm32735	0	0	0	0	0	0
Gm32791	0	0	0	0	0	0
Gm32841	0	0	0	0	0	0
Dusp26	0	1	0	0	0	0
Gm40484	0	0	0	0	0	0
Rnf122	142	195	167	96	42	45
Snord13	0	1	0	1	2	1
Tti2	739	640	640	950	588	467
Mak16	3450	2157	2389	4630	2639	2334
Fut10	102	96	97	106	48	43
7420700N18Rik	0	0	0	0	0	0
Gm38572	0	0	0	0	0	0
Nrg1	249	157	238	938	213	453
Gm33223	4	2	7	2	6	7
Gm26578	0	0	0	0	0	0
Gm8179	0	0	0	0	0	0
Gm22140	0	0	0	0	0	0
Gm53413	0	0	0	0	0	0
Gm39155	0	0	0	0	0	0
Gm3985	0	0	0	0	0	0
Gm33082	0	0	0	0	0	0
Gm39156	0	0	0	0	0	0
Gm33281	7	5	1	3	0	2
Wrn	3596	1898	2946	4056	1074	1756
Purg	354	157	279	324	206	195
Hmgb1-rs17	1	1	1	0	0	0
Tex15	226	39	137	130	66	108
Ppp2cb	3871	3222	3739	7490	5056	3815
Ubxn8	1765	1269	1521	2576	2071	1529
Gm33433	0	0	0	1	0	0
Gsr	12580	9617	14400	20183	14644	12788
Gm24727	29	23	35	98	36	40
Gm40485	0	0	0	0	0	0
1700104B16Rik	2	2	3	1	1	2
Gtf2e2	1772	1126	1387	2455	1767	1455
Smim18	0	0	0	0	0	0
Rbpms	667	555	560	153	90	60
Gm51528	1	1	2	0	0	0
Gm33588	0	0	0	0	0	0
Gm39157	0	0	0	0	0	0
Gm57792	0	0	0	0	0	0
Gm40486	0	1	0	0	0	0
Gm40487	0	0	0	0	0	0
Gm9951	1	0	1	1	1	0
Dctn6	1955	1406	1543	2786	2698	1811
Mboat4	1	2	0	4	5	3
Gm39158	0	0	0	0	0	0
Leprotl1	3038	2940	2876	3670	3364	2177
Saraf	5160	5546	4939	5333	4140	3064
Mir6395	0	0	0	0	0	0
Gm33638	0	0	0	0	0	0
Gm29243	29	23	14	40	61	29
Gm33831	0	0	0	0	0	0
Gm33910	0	0	0	0	0	0
Gm39159	0	0	0	0	0	0
Gm46038	0	0	0	1	1	0
Gm39160	0	0	0	0	0	0
Gm33968	0	0	0	0	0	0
Gm46068	0	0	1	1	0	1
B930018H19Rik	1	0	1	1	2	2
Gm34096	0	0	0	0	0	0
Gm46069	0	0	1	5	3	0
Dusp4	14	22	13	115	67	53
Tnks	1477	675	1374	902	111	461
Gm34368	0	0	0	0	0	0
Gm34419	0	0	0	0	1	0
Gm53414	0	0	0	0	0	0
Gm34474	0	0	0	0	0	0
Gm34533	0	0	0	0	0	0
Gm34597	0	0	0	0	0	0
Gm34647	3	1	3	3	29	8
Gm34705	2	0	1	0	0	0
Ppp1r3b	511	361	754	1038	407	454
Gm45301	0	0	0	0	0	0
Gm34911	0	0	0	0	0	0
Gm51567	0	1	0	0	0	0
Gm34853	0	0	1	0	0	0
Eri1	4345	2533	3333	5518	2644	2848
Gm51568	2	0	2	3	0	1
Gm39162	0	0	0	0	0	0
Gm16793	45	13	49	77	46	33
Mfhas1	818	732	843	795	314	475
1700015I17Rik	0	0	0	0	0	0
Gm35021	5	1	0	0	1	0
Gm40492	0	0	0	0	0	0
Gm19410	0	0	0	0	0	0
Cldn23	0	0	0	0	0	0
5430403N17Rik	0	0	0	0	0	0
Rps12-ps24	11	10	7	11	19	11
Gm39163	0	0	0	0	0	0
Prag1	262	531	538	101	40	48
Gm38414	1	1	3	0	0	0
Gm39164	0	0	0	0	0	0
Gm35520	2	3	2	0	0	0
Gm39165	0	0	0	0	0	0
Lonrf1	479	351	475	683	353	417
Gm35712	0	0	0	1	0	0
Trmt9b	1	0	0	0	0	0
Dlc1	103	61	131	3	4	2
Gm57789	0	0	0	0	0	0
Gm53416	0	0	1	0	0	0
Gm53415	1	0	0	0	0	0
Gm39166	0	0	0	0	0	0
G630064G18Rik	0	0	0	0	0	0
AI429214	40	32	38	17	22	21
Gm10683	0	0	0	0	0	0
Gm25126	0	0	0	0	0	0
Sgcz	0	0	0	0	0	0
n-TLcag2	0	0	0	0	0	0
Mir383	0	0	0	0	0	0
Gm40493	0	0	0	0	0	0
Gm23128	0	0	0	0	0	0
Tusc3	1608	1171	1232	1783	1390	989
Gm6213	4	1	2	2	3	1
Msr1	2667	699	1949	1064	677	878
Gm36741	1	1	0	1	1	1
Gm36795	0	0	0	0	0	0
Fgf20	0	0	0	0	0	0
Micu3	94	70	75	107	64	43
Mir7666	3	7	4	4	8	0
Zdhhc2	227	223	219	425	364	245
Cnot7	2836	1613	2093	4336	2556	2400
Vps37a	1249	822	985	1374	730	751
Mtmr7	8	22	9	34	33	21
Adam24	0	0	0	0	0	0
Adam25	0	0	0	0	0	0
Adam20	0	0	0	0	0	0
Adam39	0	0	0	0	0	0
Slc7a2	202	109	290	41	15	18
Pdgfrl	8	7	14	4	4	5
Mtus1	3366	1885	3372	5849	2076	3462
B430010I23Rik	3	2	3	6	1	5
Gm16193	8	1	5	5	3	4
Gm39167	0	0	0	0	0	0
Fgl1	0	0	0	2	0	2
Gm16348	0	0	0	0	0	0
Pcm1	2450	1442	2008	2606	814	1380
Asah1	8631	3543	7720	6083	3428	3907
Frg1	3564	2296	2675	3762	4532	3231
Gm50494	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0
Gm26181	0	0	0	0	0	0
Triml1	0	0	0	0	0	0
Triml2	0	0	0	0	0	0
Zfp42	0	0	0	0	0	0
Gm53410	1	2	3	2	0	1
Adam26b	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0
Adam34l	0	0	0	0	0	0
Adam34	0	0	0	0	0	0
Gm5347	0	0	0	0	0	0
Gm45488	0	0	0	0	0	0
Gm30397	0	0	0	0	0	0
Fat1	1	4	3	0	0	2
Gm9908	0	0	0	0	0	0
AY512931	0	0	0	0	0	0
Mtnr1a	0	0	0	0	0	0
Gm30504	0	0	0	0	0	0
Gm6329	0	0	0	0	0	0
F11	0	0	0	0	0	1
Klkb1	0	0	2	1	1	1
Cyp4v3	1370	864	1316	663	430	501
Fam149a	45	60	110	3	3	5
Tlr3	221	214	380	26	35	23
Sorbs2	2	11	9	0	0	0
Gm30759	0	0	0	0	0	0
Gm16351	0	0	0	0	0	0
Gm23604	0	0	0	0	0	0
Gm51529	0	0	0	0	0	0
Gm30635	0	0	0	0	0	0
Sorbs2os	0	0	0	0	0	0
Pdlim3	0	0	0	0	0	0
Ccdc110	0	0	0	0	0	0
Cfap96	19	14	8	18	13	11
Ufsp2	1614	1135	1455	2430	1392	1298
Ankrd37	84	36	57	86	138	95
Lrp2bp	1	1	1	1	0	0
Snx25	1166	944	1287	1061	459	584
Gm15634	3	6	3	0	3	2
Cfap97	1114	901	962	1188	560	611
Slc25a4	4696	3779	4057	6582	5493	3471
Gm30880	0	0	0	0	0	0
Helt	0	0	0	0	0	0
Gm39168	0	0	0	0	0	0
Gm30931	0	0	0	0	0	0
Acsl1	4020	2104	3297	5720	1847	2650
Cenpu	624	413	475	1292	669	706
Primpol	835	602	715	821	600	460
Gm45607	2	0	1	0	1	1
Casp3	12072	6036	7850	13664	9264	6978
Gm31111	6	10	9	54	9	10
Gm16675	95	59	102	108	61	72
Irf2	3014	2626	3198	2787	1569	1724
Gm31172	0	0	0	0	0	0
Gm39170	0	0	1	2	1	0
Gm53417	4	7	5	3	2	2
Enpp6	6	3	13	11	14	0
Gm31231	0	0	0	0	0	0
Gm51569	0	0	0	0	0	0
Stox2	28	5	9	20	4	9
Gm51570	0	0	0	0	0	0
Gm39171	0	0	0	0	0	0
Gm22857	0	0	0	0	0	0
Trappc11	1920	1433	1763	2491	920	1064
Rwdd4a	1669	1170	1137	2230	1487	1251
Gm39172	0	0	0	0	0	0
Ing2	697	585	557	912	1030	598
AA386476	23	27	19	25	21	23
Gm31692	0	0	1	0	0	0
Gm31638	5	11	1	5	3	1
Cdkn2aip	1455	844	1026	1428	1088	980
Gm31786	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0
Cldn24	0	0	0	0	0	0
Cldn22	0	0	0	0	0	0
Wwc2	499	420	461	385	147	166
Gm39173	22	11	10	6	7	18
Gm31984	0	0	1	0	0	0
Gm32052	0	0	0	0	0	0
Dctd	764	692	552	919	388	340
Gm39174	1	0	0	0	0	0
Gm32194	0	0	0	0	0	0
Gm51559	0	0	0	0	0	0
Gm32923	1	0	0	0	0	0
Tenm3	0	0	1	1	0	0
Gm51531	0	0	0	0	0	0
Gm39178	0	0	0	0	0	0
Gm19744	0	0	0	0	0	0
Gm25830	0	0	0	0	0	0
4930555F03Rik	0	0	0	0	0	0
Gm2516	0	0	0	0	0	0
Gm23986	0	0	0	0	0	0
Gm32975	0	0	0	0	0	0
Gm25813	0	0	0	0	0	0
1190028D05Rik	0	0	0	0	0	0
Gm39179	0	0	0	0	0	0
Gm39180	0	0	1	0	0	0
Gm22841	0	0	0	0	0	0
Aga	844	486	665	747	969	580
Gm39181	2	4	4	4	2	4
Neil3	676	319	547	1521	712	989
Gm57525	0	0	0	0	0	1
Gm33153	0	0	3	0	1	0
Vegfc	101	111	103	7	8	5
Spcs3	10546	7090	8145	12952	8744	6986
Asb5	4	8	10	22	34	15
5330439A09Rik	0	0	0	0	0	0
Gm46039	0	0	0	0	0	0
Spata4	0	0	0	0	0	0
Wdr17	0	0	0	0	0	0
Gpm6a	2	2	1	0	1	4
Gm53418	0	0	0	0	0	0
Gm57523	0	0	0	0	0	0
Gm51571	0	0	0	0	0	0
Gm51572	0	0	0	0	0	0
Gm53421	0	0	0	0	0	0
Gm51590	0	0	0	0	0	0
Gm53424	0	0	0	0	0	0
Gm51591	0	0	0	0	0	0
Gm51573	0	0	0	0	0	0
Gm51592	0	0	0	0	0	0
Gm51593	0	0	0	0	0	0
Gm51594	0	0	0	0	0	0
Gm53426	0	0	0	0	0	0
Gm53427	0	0	0	0	0	0
Gm51595	0	0	0	0	0	0
Gm51596	0	0	0	0	0	0
Gm51597	0	0	0	0	0	0
Gm51598	0	0	0	0	0	0
Gm53428	0	0	0	0	0	0
Gm53430	0	0	0	0	0	0
Gm51600	0	0	0	0	0	0
Adam29	0	0	0	0	0	0
Glra3	2	1	0	1	0	0
Hpgd	6703	2555	5626	422	459	357
4930518J21Rik	0	0	0	0	0	0
Gm24375	0	0	0	0	0	0
Cep44	937	517	589	1304	1355	813
Fbxo8	1036	566	785	1072	767	598
Gm33501	0	0	0	0	0	0
Hand2os1	0	0	0	0	1	0
Hand2	0	0	0	0	0	0
Gm34030	0	0	0	0	0	0
Hdnr	2	1	2	0	0	0
Gm34099	0	0	0	0	0	0
Scrg1	136	89	119	627	243	270
Sap30	2624	1498	1822	2975	2262	1741
2500002B13Rik	112	70	101	231	145	118
Hmgb2	27924	16978	21618	39307	41467	33816
Galnt7	1529	1167	1436	1525	459	647
Gm51574	0	1	0	0	0	0
Gm25379	0	0	0	0	0	0
AW046200	18	9	8	16	2	6
Galntl6	0	0	0	0	1	2
Gm2921	4	5	2	10	8	2
Gm15881	0	0	0	0	0	0
Gm57526	0	0	0	0	0	0
BC030500	0	0	0	0	0	0
Gm34370	0	0	0	0	0	0
Gm34420	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0
Gm26164	0	0	0	0	0	0
Gm34623	0	0	0	0	0	0
Gm10283	0	0	0	0	0	0
Aadat	0	0	0	0	0	0
Gm53433	0	0	0	0	0	0
Gm34730	0	3	1	1	0	0
Mfap3l	45	22	39	54	16	26
Gm53434	0	0	0	0	0	0
Gm45650	0	0	0	0	0	0
Hpf1	3368	2207	2446	4805	5454	3477
Clcn3	2608	1141	1942	3037	1248	1391
Nek1	831	598	640	1125	347	470
Sh3rf1	146	176	159	90	51	70
1700001D01Rik	0	0	0	0	0	0
Gm40499	0	0	0	0	0	0
Gm10015	3	1	2	3	3	4
5730405A17Rik	0	0	0	0	0	0
Gm53435	0	0	0	0	0	0
Cbr4	483	278	406	669	513	317
Palld	124	127	217	77	12	44
Gm35254	1	1	1	0	0	0
Gm51576	0	0	0	0	0	0
4930512H18Rik	0	0	0	0	0	0
Ddx60	605	305	662	1508	405	570
Anxa10	0	0	0	0	0	0
Spock3	0	0	0	0	0	0
Gm24236	0	0	0	0	0	0
Gm35368	0	0	0	0	0	0
Gm35424	0	0	0	0	0	0
Gm24580	0	0	0	0	0	0
Sgo2b	0	0	0	1	1	0
Tll1	0	0	0	0	0	0
Gm53436	0	0	0	0	0	0
Gm35472	0	0	0	0	0	0
Gm35521	0	0	0	0	0	0
Mir710	0	0	0	0	0	0
Cpe	76	265	92	40	35	10
Msmo1	1558	764	1272	2163	1596	1192
Klhl2	1379	820	1364	2303	752	1120
Gm46040	1	0	0	2	0	0
Gm53437	1	3	1	0	2	2
Gm40501	0	0	0	0	0	0
Gm32507	0	0	0	0	0	0
Tmem192	1389	910	1022	1874	1767	1165
Trim75	0	0	0	2	0	0
Trim60	0	0	0	0	0	0
Trim61	0	0	0	0	0	0
Apela	0	0	0	0	0	0
Gm39183	0	0	0	0	0	0
Smim31	0	0	0	0	0	0
Gm39184	0	0	0	0	0	0
Marchf1	4891	1911	4612	2155	1240	1298
Gm23515	0	0	0	0	0	0
Gm26123	0	0	0	0	0	0
Gm24205	0	0	0	0	0	0
Tma16	705	511	469	1146	647	538
Gm32568	0	0	1	0	0	0
Tktl2	0	0	0	0	0	0
Npy5r	0	0	0	0	0	0
Npy1r	0	0	0	0	1	0
Naf1	651	661	648	998	297	395
Gm39185	0	0	0	0	0	0
Gm25275	0	0	0	0	0	0
Gm32623	0	0	0	0	0	0
Gm24274	0	0	0	0	0	0
Gm24677	0	0	0	0	0	0
Nat1	11	5	2	8	3	0
Nat2	1187	484	761	1280	1175	853
Nat3	0	0	0	1	0	0
Psd3	326	171	292	180	68	79
Gm32888	0	1	1	1	1	0
Gm53438	4	8	5	0	2	3
Gm15991	15	10	14	42	16	9
Gm22018	0	0	0	0	0	0
Sh2d4a	948	278	640	1453	965	775
Csgalnact1	93	83	72	72	53	61
1700125H03Rik	0	0	0	0	0	0
Ints10	1659	1311	1402	2328	1225	1047
Gm51577	0	0	0	0	0	0
Lpl	1505	1239	1957	2255	945	1264
Gm32997	0	0	0	1	0	0
Gm33103	0	0	4	1	0	0
Gm33052	0	0	0	0	0	0
Slc18a1	10	6	7	12	3	7
Atp6v1b2	9481	5611	8523	13928	7443	7026
Lzts1	44	78	86	17	8	9
Gm39187	0	0	0	0	0	0
Gm39188	0	0	0	1	0	1
Zfp930	1020	420	615	1148	583	590
D130040H23Rik	111	131	92	62	41	50
Gm10033	142	69	111	100	47	41
Potefam3c	0	0	0	0	0	0
Potefam3d	0	0	0	0	0	0
Zfp868	987	481	700	1067	629	531
Zfp964	9	12	4	1	1	0
Zfp869	2336	1517	1605	2463	1565	1234
Gm51532	1	1	1	3	2	2
Zfp963	263	167	166	256	163	123
Zfp866	1206	854	1055	1107	526	607
Atp13a1	2514	2554	2740	2857	1092	1646
Gmip	3459	3000	3733	3467	1962	2737
Gm33695	3	0	0	2	2	2
Lpar2	209	274	255	234	117	155
Pbx4	166	184	120	225	166	132
Cilp2	0	3	3	4	2	1
Gm33746	0	1	0	0	0	1
Yjefn3	4	6	11	15	15	9
Ndufa13	3062	2855	2737	3887	5128	2757
Tssk6	34	30	27	71	46	19
Gatad2a	3701	3917	3902	4210	1897	2286
Mau2	3504	3083	3559	3435	1324	1850
Sugp1	1726	1454	1494	2164	1446	1193
Tm6sf2	9	20	15	7	27	7
Hapln4	0	1	1	0	0	0
Ncan	0	0	0	0	0	0
Mir7066	0	0	0	0	0	0
Gm25906	0	0	0	0	0	0
Rfxank	542	510	481	623	626	402
Nr2c2ap	1251	907	982	1575	1530	862
Mef2bl	0	0	0	0	0	0
Borcs8	1249	1111	1098	1445	1510	922
Mef2b	1	0	0	0	0	1
Tmem161a	869	904	860	1235	766	565
Slc25a42	232	157	189	258	93	195
Armc6	649	449	506	1056	692	495
Sugp2	865	843	850	1011	418	677
Gm38427	32	29	17	22	19	4
Homer3	382	374	358	337	216	194
Ddx49	1880	1983	1684	3116	1769	1282
